app_id,privacy_policy_url
id684029240,http://www.fizzbrain.com/privacy
id515673004,http://morethan.net/privacy/
id1451995049,https://ltgplc.com/privacy-notice/
id1446205247,http://cirtron.games/privacypolicy.html
id1552940101,http://montaponta.com/mobile-games-privacy-policy.html
id1560931344,http://rataiy.site
id1481446731,https://plan2play.com/privacy-policy/
id647986630,https://www.singpost.com/privacy-policy
id1591269485,https://chargegate.me/privacy-policy/
id1570021808,https://furiganaquick.blogspot.com/2020/08/privacy-policy.html
id1548070070,https://sinegames.com/angry-pac-boy-privacy-policy/
id1396097239,https://www.iubenda.com/privacy-policy/24428562
id1512419342,http://www.upmenu.com/privacy-policy
id1447393231,https://www.cimarronfood.com/company-policies/privacy-policy
id1523980463,https://mynamelaozhu.github.io/eg_doc.html
id1552579200,https://bazar-app.com/privacy/
id1531860533,https://good2go.royoapps.com/
id1544509885,https://www.after12fashions.com/policies/privacy-policy
id1039688063,http://www.dvmedia.it/download-software.html
id1544380523,https://radarwidgets.sixcolors.co/privacypolicy/
id1451323774,https://www.fox7austin.com/privacy-policy
id1026074009,https://www.bullseyetelecom.com/terms-privacy/
id1223187132,http://revention.com/hungerrush/privacy-policy
id1156570343,https://www.iubenda.com/privacy-policy/7799156/full-legal
id714341200,http://www.bigfishgames.com/company/privacy.html
id1389913486,https://privacypolicies.com/privacy/view/0b698a41885c494471f8052f2f728c6e
id1441135450,https://optional.is/apps/privacy/
id1426236832,http://www.schooltracs.com/appprivacy.html
id1519763504,https://barberly.com/privacy
id1513520473,https://drive.google.com/file/d/1G8FEpqTMC5TRAVGU05g0IOV_8KS3F9Id/view?usp=sharing
id1520057909,https://www.aventri.com/privacy-policy
id909915910,http://www.forestriverinc.com/owners-kit-privacy-policy
id951803125,http://mackiev.com/mas_privacy_policy.html
id1059319242,http://www.volvogroup.com/group/global/en-gb/Applications/CopyrightPrivacy/pages/privacy_english.aspx
id1233565038,https://www.visitjohnstownpa.com/privacy-policy
id961356872,https://football-lebanon.com/privacy-policy
id1547566149,https://naviaenergy.com/privacy
id1522079786,https://oeacronyms.com/terms-of-use/
id1590037489,https://socio.events/privacypolicy
id1148053673,https://imei.report
id1262923791,http://mertkacmaz.wix.com/mertkacmaz
id1375332404,https://www.recreate.nl/privacypolicy.pdf
id1508959931,https://zafariqbal-privacypolicy.blogspot.com/2021/09/policy-zafar-iqbal-respect-privacy-of.html
id1516848437,https://www.telabook.com/privacy-policy
id1497577147,https://control-panel.me/application/privacypolicy?id=5b1b0ff0b9dd8
id1494659256,https://williamsharkey.com/CountTah/Privacy-Policy.html
id1489381825,https://www.iclasspro.com/notice/privacy-policy
id940738731,https://wagwalking.com/privacy
id1382472110,https://menuette-app.appspot.com/privacy.html
id1450457992,https://privacy.xnbay.com/privacy_policy_en.html
id1475481754,https://yoambucket.s3-eu-west-1.amazonaws.com/privacy_policy.html
id1440371814,https://sites.google.com/view/awesomeactionprivacypolicy/home
id1553912501,https://www.ahlibank.com.qa/en/legal-disclaimer
id1570932363,https://www.montanamarketonline.com/shop/privacy_policy
id1588946445,https://vizvibe.com/Privacy.html
id1588491003,https://newsheroos.com/privacy
id1385711661,http://cms.appbuild.io/cms/docs/legal/privacy.php?appcode=wity
id985958359,http://www.tripomatic.com/lp/privacy
id916562591,https://artplussoftware.com/iosprivacy
id1132541598,https://zanadoo.me/pages/privacy
id1279596329,http://www.ha.org.hk/visitor/ha_visitor_index.asp?Content_ID=200020&Lang=ENG&Dimension=100&Parent_ID=201607&Ver=HTML
id1531717116,https://misdb.com/home/privacy.html
id1348748980,http://www.fuquaycars.com
id1183812090,https://happyteamlabs.com/ios-stickers-privacy
id1462584573,http://www.minutescenes.com/schumann/privacy.html
id1539198247,https://ssl.selectpayment.com/htmlfiles/mobileprivacypolicy.htm
id1508827020,http://house740.lofter.com/post/30911381_1c5d013f7
id1503329869,https://smartway2.com/privacy-policy-and-cookies-usage/
id1470075130,https://www.pelikan.sk/gf1/pelijee-sk/document/?accept=application/pdf&type=VOP2&lang=en
id1507079785,https://www.striveworkouts.com/privacy/
id1179664190,http://www.offline-maps.org/info/privacy.html
id1339740964,http://www.listen2myapp.com/policy.php
id1221857713,https://rayvn.global/privacy-policy/
id1438897126,https://www1.appliedsystems.com/en-us/applied-mobileinsured-app-privacy-policy/
id1465790291,https://www.simbioz.com/app-privacy-policy/
id1582580386,http://www.edunexttechnologies.com/terms-and-conditions.php
id991225525,http://npcunlimited.com/company/company/privacy_policy.html
id1545691088,https://www.tcpsoftware.com/privacy
id1416830317,https://www.surveymonkey.com/mp/legal/privacy-policy/
id1538774957,https://www.voio.app/secret_calculator_privacy_policy
id1586215137,https://www.vonigo.com/privacy/
id1538555185,https://www.toneboosters.com/terms.html
id1500539138,https://blitzmobileapps.com/privacy-policy.php
id835084505,https://neonway.org/120pianochords-privacy-policy/
id1560924001,http://napoclock.com/copychatprivacy.html
id1347986828,https://ptsi.mosaiclearningmobile.com/policy/privacy.html
id1243864654,https://www.ogilvy.com/cn/privacy-policy
id1286515380,https://loaysetrak.github.io/#privacy-policy
id1479684255,https://aussietimesheets.com.au/pages/privacy-policy
id479267592,https://www.carfax.com/company/privacy-statement
id1390709681,https://www.behdadsamiinteractive.com/privacy/
id1232236433,http://www.matarebeli.ge/privacy
id1300423325,https://virtexedgedesign.com/privacy-policy-2/
id709102009,http://restajet.com/privacy
id1231846690,https://docs.google.com/document/d/e/2PACX-1vSi2nLO_iYWxUZ86cNgHh3i6fvR9fEG098IL4Ml-QsOcspCCf9YN-5_V0aJOXGiQU8bgu0oW-26qRBa/pub
id1298308993,https://www.svetlanatokarenko.com/Privacy-Policy
id1511439621,https://mydictionaries.com/privacypolicy
id1562110369,https://rfmcf.co.za/privacy-policy/
id489584577,http://www.digitalsirup.com/app/weighttracker/?lang=en&option=privacy
id1482316907,http://rodspears.com/privacy_policy.html
id906153049,http://www.heavenlypizzafindlay.com
id1497964741,https://www.kappa-scopic.com/en/privacy_policy/index_eng.html
id1575184675,https://relaxonome.com/privacypolicy/
id1270690470,https://quickcoolstoreprivacypolicy.wordpress.com/
id1368029306,https://situate.io/homeoffootball/privacy-policy/
id1054754114,http://www.gsato.com/privacypolicyescapeambience.php
id1477824139,https://tallymeals.com/privacy_policy.html
id530013708,https://www.locknet.com/lnfieldapp/20210813/privacy-notice-final.html
id964779075,https://www.utopiainc.com/policies
id1129922208,https://muhc.ca/homepage/page/privacy
id1343754771,https://www.facebook.com/inturnexstudios/posts/2462927750426141
id1572315209,https://sites.google.com/view/fireunit/privacy-policy
id1461466720,https://greenwichvillage.nyc/
id980374766,https://haynesfcu.org/privacy-policy
id1327748307,https://feedmob.com/privacy-policy
id1513065167,https://www.microair.net/pages/legal
id1579073442,http://realizasom.com/apps/magnifico_douro/app_Magnifico_Douro_Terra_privacy_policy.html
id1066510072,https://www.kyoceradocumentsolutions.com/privacy/mobile/index.html
id1428667669,https://docs.google.com/document/d/1T4NV8i58xV3gcrWUsRR_qcZNBVo2ZPvGvtCI3YrKPVo/edit?usp=sharing
id1469962646,https://cadencebank.com/legal/privacy-policy-and-security
id1105510997,https://www.vetmed.wisc.edu/dms/fapm/apps/privacy.htm
id619176986,https://www.homefieldscorebook.com/privacy.html
id1467874757,http://www.snackeroo.ph/privacy-policy-2/
id972228927,https://www.rcu.org/privacy-policy
id1534127294,https://firebasestorage.googleapis.com/v0/b/utils-app-aca16.appspot.com/o/smarthashtag%2Fpolicy.htm?alt=media&token=3042f458-0acf-4e33-8287-4c5df886118b
id903223330,https://www.map-pin.com/privacy-policy.html
id1541386234,https://ohiodnr.gov/wps/portal/gov/odnr/go-and-do/outdoor/ohio-trails-app/detour-privacy-policy
id1033014588,http://www.crymodel.top/privacy.html
id839923054,https://vorinn.com/privacy-policy/
id1477128409,http://www.yourbestcu.com/privacy.htm
id1457893879,http://valliartgallery.com/contact-us/
id1444583153,https://break2ru.com/terms/privacy
id1587524365,https://gamedev.interezo.ru/privacy-policy-en.html
id1410820967,http://realizasom.com/apps/douro/app_Douro_privacy_policy.html
id627719843,https://www.subsplash.com/legal/privacy
id911763461,http://weblantis.com/privacy-policy
id1478747424,http://dt.ae
id972712063,https://freshmarketplace.s3.amazonaws.com/ClientImages/FreshMarketPlacePrivacyPolicy.html
id1525280414,http://www.readyticket.net/download/app/privacy_policy_apple.txt
id512153486,https://www.widgetfinancial.com/disclosures
id1196876612,https://www.droneup.com/privacy
id1455820906,https://blackholestudios.net/privacy-policy/
id1522514102,https://savecarbon.io/privacy-policy
id1554875998,https://play-and-donate.com/app-privacy-policy
id1337596072,http://varnaa.com/?p=550
id1511380272,https://www.facebook.com/notes/bit-munch/bitmunch-privacy-policy/284951748663614/
id1220333333,https://www.infrontfinance.com/privacy
id299832255,https://www.worldnomads.com/privacy?utm_source=worldnomads&utm_campaign=language-guides&utm_medium=itunes&utm_content=Swedish
id478252968,http://www.lemondoo.com
id1565815845,https://hey.gs/privacy-policy
id806160745,http://labs.laan.com/privacy/
id1459389632,https://steffansoule.com/privacy
id1073222493,https://americanpridecu.org/membership/privacy
id1541677253,https://www.dancestar.tv/privacy-policy.html
id1487359029,https://pokharafooddelivery.com/privacy.php
id1501139597,http://www.madisondafyomi.com
id1583735803,https://sonome.com/privacy-policy/
id837263884,https://coradine.com/privacy-policy
id1247471058,https://alistlifestyle.co.uk/privacy-policy/
id1559041817,https://sites.google.com/view/privacypolicy5
id1484851608,https://schoolinfoapp.com/privacy-policy-3/
id1517993518,https://exagard.se/index.php/privacy-policy/
id1329813827,http://www.ldrlygames.io/privacy.html
